"동별(1)",동별(2),동별(3),2021,2021,2021,2021,2021,2021,2021,2021,2021
"동별(1)",동별(2),동별(3),합계,한국국적을 가지지 않은 자,한국국적을 가지지 않은 자,한국국적을 가지지 않은 자,한국국적을 가지지 않은 자,한국국적을 가지지 않은 자,한국국적을 가지지 않은 자,한국국적을 취득한 자,외국인주민 자녀(출생)
"동별(1)",동별(2),동별(3),소계,소계,외국인근로자,결혼이민자,유학생,외국국적동포,기타외국인,소계,소계
"합계",서초구,방배4동,559,456,43,72,*,122,218,21,82
"합계",서초구,양재1동,860,588,82,117,44,181,164,89,183
"합계",서초구,양재2동,433,331,51,55,12,81,132,50,52
"합계",서초구,내곡동,269,140,5,52,7,51,25,37,92
"합계",강남구,소계,11018,8848,1872,1172,443,2984,2377,615,1555
"합계",강남구,신사동,503,415,121,51,18,151,74,18,70
"합계",강남구,논현1동,1054,952,313,74,90,231,244,55,47
"합계",강남구,논현2동,676,576,119,65,49,180,163,24,76
"합계",강남구,삼성1동,475,418,78,36,13,143,148,9,48
"합계",강남구,삼성2동,652,519,87,81,22,177,152,29,104
"합계",강남구,대치1동,212,140,*,28,*,76,31,10,62
"합계",강남구,대치4동,521,459,133,42,23,129,132,29,33
"합계",강남구,역삼1동,1547,1426,398,103,138,336,451,51,70
"합계",강남구,역삼2동,675,557,115,51,39,181,171,36,82
"합계",강남구,도곡1동,319,235,50,50,*,81,50,21,63
"합계",강남구,도곡2동,561,404,35,72,*,221,76,25,132
"합계",강남구,개포1동,87,63,*,14,*,25,23,10,14
"합계",강남구,개포4동,375,270,43,51,*,87,88,35,70
"합계",강남구,일원본동,160,111,*,31,*,62,13,6,43
"합계",강남구,일원1동,306,216,48,41,*,61,64,36,54
"합계",강남구,일원2동,183,128,40,22,*,44,21,20,35
"합계",강남구,수서동,222,149,25,34,*,56,31,25,48
"합계",강남구,세곡동,529,291,51,80,*,96,64,76,162
"합계",강남구,압구정동,621,493,55,82,6,232,118,20,108
"합계",강남구,청담동,686,539,80,71,23,236,129,39,108
"합계",강남구,대치2동,387,305,61,36,5,101,102,23,59
"합계",강남구,개포2동,267,182,13,57,*,78,32,18,67
"합계",송파구,소계,13211,9743,1872,1503,229,3490,2649,1507,1961
"합계",송파구,풍납1동,1296,1045,248,69,15,461,252,178,73
"합계",송파구,풍납2동,380,264,51,40,13,76,84,53,63
"합계",송파구,거여1동,190,110,12,27,*,35,36,30,50
"합계",송파구,거여2동,197,119,15,45,*,31,27,32,46
"합계",송파구,마천1동,441,249,50,64,*,70,63,82,110
"합계",송파구,마천2동,414,238,42,49,5,73,69,91,85
"합계",송파구,방이1동,206,159,31,27,*,59,39,20,27
"합계",송파구,방이2동,962,800,184,89,52,238,237,91,71
"합계",송파구,오륜동,113,87,*,15,*,57,10,*,25
"합계",송파구,오금동,567,335,44,70,*,97,122,99,133
"합계",송파구,송파1동,694,529,94,71,21,182,161,107,58
"합계",송파구,송파2동,321,242,40,38,*,83,78,35,44
"합계",송파구,석촌동,1178,956,228,98,21,355,254,125,97
"합계",송파구,삼전동,786,571,139,84,9,180,159,119,96
"합계",송파구,가락본동,656,533,108,51,13,238,123,69,54
"합계",송파구,가락1동,290,199,*,68,*,81,46,12,79
"합계",송파구,가락2동,429,314,67,31,14,126,76,56,59
"합계",송파구,문정1동,367,271,62,54,9,84,62,33,63
"합계",송파구,문정2동,466,398,113,64,6,139,76,17,51
"합계",송파구,잠실본동,1004,845,217,90,24,320,194,79,80
"합계",송파구,잠실4동,192,132,*,37,*,49,43,7,53
"합계",송파구,잠실6동,290,242,32,28,*,54,126,7,41
"합계",송파구,잠실7동,108,81,*,14,*,59,6,5,22
"합계",송파구,잠실2동,364,233,6,58,*,91,74,26,105
"합계",송파구,잠실3동,450,346,24,61,5,133,123,18,86
"합계",송파구,장지동,414,247,45,60,*,69,72,60,107
"합계",송파구,위례동,436,198,9,101,*,50,37,55,183
"합계",강동구,소계,9122,6300,1178,1118,215,2157,1632,1325,1497
"합계",강동구,명일1동,203,116,9,49,5,26,27,26,61
"합계",강동구,명일2동,101,74,19,15,*,31,6,*,23
"합계",강동구,고덕1동,286,191,84,29,*,48,28,28,67
"합계",강동구,고덕2동,338,233,54,60,*,61,56,42,63
"합계",강동구,암사2동,134,93,12,22,5,28,26,19,22
"합계",강동구,암사3동,147,96,20,29,5,28,14,14,37
"합계",강동구,천호1동,603,366,42,89,5,121,109,111,126
"합계",강동구,천호3동,951,741,134,82,50,279,196,123,87
"합계",강동구,성내1동,352,217,37,51,6,59,64,53,82
"합계",강동구,성내2동,1277,1046,237,78,36,436,259,160,71
"합계",강동구,성내3동,473,349,78,47,29,99,96,60,64
"합계",강동구,둔촌1동,*,*,*,*,*,*,*,*,*
"합계",강동구,둔촌2동,392,260,40,41,5,111,63,50,82
"합계",강동구,암사1동,721,497,72,106,10,139,170,112,112
"합계",강동구,천호2동,1403,1079,178,131,28,439,303,193,131
"합계",강동구,길동,785,511,85,101,22,153,150,128,146
"합계",강동구,강일동,498,203,42,101,*,30,28,123,172
"합계",강동구,상일1동,310,166,19,58,*,63,26,42,102
"합계",강동구,상일2동,148,62,16,29,*,6,11,37,49
